uuid,content,label,article_type,source_type,pre_post_GPT,dataset_source,text_length
2c19c9bb-f605-4f23-80a6-4cc12a0fd05d,"""The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.""",real,twitter post,human,post-GPT,x-Gen,19
735de107-b000-45e7-9d4c-1e69fd2bedeb,"“CDC numbers” show that among children, the Pfizer and Moderna COVID-19 vaccines have a death rate “174 times higher” than the COVID-19 death rate.",fake,twitter post,human,post-GPT,x-Gen,30
5734f501-27d6-4dc0-9f5b-7b2d1e50a0d8,"""I was named Iowa’s most bipartisan member of Congress by @TheLugarCenter.”",real,twitter post,human,post-GPT,x-Gen,17
5f1effd0-802d-4b01-ba64-67fb1838423d,This is the 911 call placed by the migrants trapped in the truck found in San Antonio.,fake,twitter post,human,post-GPT,x-Gen,18
da949a3e-ac9b-4f74-b26d-93785285f137,"""In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans... Just think about that.""",fake,twitter post,human,post-GPT,x-Gen,28
8077c6a8-1f06-4835-9c7c-e0d6496b4a0d,"The migrant caravan from Tapachula, Mexico “is the population of Minneapolis.”",fake,twitter post,human,post-GPT,x-Gen,15
17a381bf-a4b2-45a5-a529-efa888e13b6c,Manhattan District Attorney Alvin Bragg announced that his office “has decided to drop all charges against Donald Trump.”,fake,twitter post,human,post-GPT,x-Gen,21
a602649c-8546-4d6b-ad9b-6e949c4e9cca,"Nancy Pelosi gave “$30,000 … to boost @LizMathis1’s campaign”",real,twitter post,human,post-GPT,x-Gen,15
aec87682-dcb5-4f3f-a44f-aeb32de30bb9,“I don’t accept a dime of corporate money.”,real,twitter post,human,post-GPT,x-Gen,13
fb5b9ec1-26f2-4506-8267-b166771798f4,An obscure filing with the Federal Election Commission shows Biden has formally announced his bid for another term.,fake,twitter post,human,post-GPT,x-Gen,19
51b7d203-1788-4fc8-8735-6c5853c2e976,"""David McCormick paid for attacks on Donald Trump.""",fake,twitter post,human,post-GPT,x-Gen,11
ba02a995-da01-4770-afd3-473f9a697950,"""Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”",fake,twitter post,human,post-GPT,x-Gen,19
b159f107-d7e8-4f3c-a7ae-7b1e17e570ce,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,real,twitter post,human,post-GPT,x-Gen,21
18a068b7-1d61-4412-85c8-2bf87c28898e,“I never claimed to be Jewish.”,fake,twitter post,human,post-GPT,x-Gen,9
7b345fb3-d140-40e8-96f3-fb5c2c513028,“Carol Miller is a multi-millionaire worth over $16 million.”,real,twitter post,human,post-GPT,x-Gen,13
e83019b0-5698-4575-b7e2-a6439d0b6ac4,"Herschel Walker misled about “personally treating 4,500 veterans per year,” about “graduating from college” and about “working in law enforcement.”",real,twitter post,human,post-GPT,x-Gen,28
3b03cd1c-bd81-4207-b8cb-677cbe6aa1a3,"In 2020, when Raphael Warnock ran a campaign ad featuring himself with a beagle, “that wasn’t his dog.”",real,twitter post,human,post-GPT,x-Gen,25
59806875-b4b9-4f70-b393-f7cd710f4592,Mehmet Oz “was a spokesman for a group who wanted to defund the police.”,fake,twitter post,human,post-GPT,x-Gen,17
1e61a6b7-2cc5-4386-b66b-dd36eb96ab7f,"""John Fetterman's a self-described democratic socialist.""",fake,twitter post,human,post-GPT,x-Gen,10
2d6b3d8d-bb2d-4338-9b31-a23897261845,"As a youth, “I got arrested” protesting for civil rights.",fake,twitter post,human,post-GPT,x-Gen,14
3a2fc299-9fe9-456f-90bc-89d8e24dbb6f,“FUN FACT: West Virginia is home to zero billionaires.”,real,twitter post,human,post-GPT,x-Gen,13
fa25a787-ebb6-4424-94f5-fa8e92245385,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”,fake,twitter post,human,post-GPT,x-Gen,20
ee091ade-ad62-4d71-bb6b-17c910962199,Increases in respiratory syncytial virus in children are linked to the COVID-19 vaccine.,fake,twitter post,human,post-GPT,x-Gen,14
c4a4a99d-b454-4212-aff4-802e110d7b1b,The World Health Organization director general confirmed “some countries are using boosters to kill children.”,fake,twitter post,human,post-GPT,x-Gen,18
e57d2f80-1379-4aaa-acdb-950f1d586166,"In England, “COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.”",fake,twitter post,human,post-GPT,x-Gen,31
fe4b90e9-9488-47e2-83b4-3e66da283d33,"""If a 10-year-old became pregnant as a result of rape and it was threatening her life, then that’s not an abortion.""",fake,twitter post,human,post-GPT,x-Gen,27
3d1d70af-6acd-4be6-89ac-67c6c9f67a9c,"ABC News altered the Uvalde, Texas, school shooter’s photo to appear more Caucasian.",fake,twitter post,human,post-GPT,x-Gen,18
eb7ada40-6324-42e0-8b1c-e2774c9a8e46,"“Most of these killers tend to be 18, 19 years old.”",real,twitter post,human,post-GPT,x-Gen,15
650e1805-7384-4cef-bf87-6c9110147145,Homemade baby formula recipes offer a ‘viable option’ during U.S. shortage,fake,twitter post,human,post-GPT,x-Gen,13
a3dd0b36-19f4-481b-accb-a5c14788d893,Says people can follow a 1960 recipe for homemade baby formula as a workaround during the current shortage.,fake,twitter post,human,post-GPT,x-Gen,19
4018385e-eb38-43fc-af72-e5cc8de9c815,The infant formula shortage was purposely created because Mark Zuckerberg and Bill Gates invested in artificial breast milk.,fake,twitter post,human,post-GPT,x-Gen,19
58bd4135-ccbd-4883-ab8e-6fa2829b8930,Video shows zombie virus outbreak in China.,fake,twitter post,human,post-GPT,x-Gen,8
6b46cdc2-e816-43a2-ad16-13750de5402a,Joe Biden described America as “the foothills of the Himalayas with Xi Jinping.”,fake,twitter post,human,post-GPT,x-Gen,16
235b258d-7c44-4be5-8ef1-16c63aaebd99,A vigilante “shot down the Chinese spy balloon in an extraordinary act.”,fake,twitter post,human,post-GPT,x-Gen,15
2bfd2bfe-5258-413c-893d-5b26d016dddd,“President Xi of China under house arrest” amid “coup by the PLA.”,fake,twitter post,human,post-GPT,x-Gen,17
15b1ad00-f04a-4d76-88b6-30e9fa0d6065,"Dave McCormick is ""liberal, pro-Biden, pro-China.""",fake,twitter post,human,post-GPT,x-Gen,11
83003dee-cdc1-4653-8a5c-a7f56e09f27d,Video shows the final moments aboard China Eastern Airlines flight 5735 before it crashed.,fake,twitter post,human,post-GPT,x-Gen,15
af336ec7-74ca-46bc-9258-6037f28ba3c8,"Biden ""wants to buy lithium from China for electric cars.""",fake,twitter post,human,post-GPT,x-Gen,13
e0609964-bcc4-43d2-9ddc-7f3aa27ca5dd,“We all know China created COVID.”,fake,twitter post,human,post-GPT,x-Gen,9
89a241fb-c93e-47bf-b175-94ac48ca7604,Photos show “sheep feces” that are “now in high demand in China because of their richness in protein.”,fake,twitter post,human,post-GPT,x-Gen,23
4009f0c5-9a7e-4cf7-930d-5f909f5592e2,“The Bidens own 10% of” a Chinese firm whose stock is up almost 300%” since Joe Biden was elected.,fake,twitter post,human,post-GPT,x-Gen,25
dbe32d5b-66c0-4730-86d4-d0500ec273e5,"“Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.”",fake,twitter post,human,post-GPT,x-Gen,33
e810e20e-a882-409b-8ad6-de4bdd54bd8f,“Public schools are now as segregated by race and class as they were in the 1960s.”,real,twitter post,human,post-GPT,x-Gen,19
66042e81-8f6f-4921-a835-7137492a52a5,George Soros injected “$33 million” into Black Lives Matter.,fake,twitter post,human,post-GPT,x-Gen,13
395ce96e-2d95-435f-8c9a-9d6de61b819f,Photos of the Statue of Liberty taken in 1920 and 2020 show that the sea level hasn’t changed.,fake,twitter post,human,post-GPT,x-Gen,21
f36b7d8f-f495-4029-9e6b-f3beafba1447,“The whole green energy agenda involves more than doubling 10 types of mining.”,real,twitter post,human,post-GPT,x-Gen,16
986bbc35-988e-4202-a814-9da52374ff74,“NOAA makes it official… CO2 warming is a hoax.”,fake,twitter post,human,post-GPT,x-Gen,12
2a85bd6a-afbb-49eb-8155-c7158e9aba78,Video proves Greta Thunberg is a crisis actor.,fake,twitter post,human,post-GPT,x-Gen,9
8308985f-5368-442f-adf0-9c6748d8d121,Greta Thunberg staged an arrest in Germany.,fake,twitter post,human,post-GPT,x-Gen,8
d0034d45-6828-4625-9133-567f598111d3,"England’s Oxfordshire County Council has passed a trial ""climate lockdown,"" “confining residents to their own neighbourhoods.”",fake,twitter post,human,post-GPT,x-Gen,24
925fea47-6ad9-4a0a-a670-211daaf1b736,"""Climate activists vow to slaughter millions of dogs to ‘reduce carbon pawprint.’”",fake,twitter post,human,post-GPT,x-Gen,17
72e601f0-3b50-4660-abd1-0b9c946173bd,John Kerry at COP27 climate summit spoke about wanting to “wipe out the middle class … get you under the central banking digital currency system.”,fake,twitter post,human,post-GPT,x-Gen,28
32942a30-a271-476b-a9df-98c5c1a6489a,"President Joe Biden said, “I know you all know there’s no climate problem,” proving that people have been “lying for decades” about climate change.",fake,twitter post,human,post-GPT,x-Gen,33
db2b787e-7eef-4713-98bc-6d2c8eec12c2,"A video shows Sen. John Kennedy, R-La., playing a phone conversation between Rep. Alexandria Ocasio-Cortez, D-N.Y., and Hunter Biden.",fake,twitter post,human,post-GPT,x-Gen,24
c9914d91-b830-47b7-ac1e-f9820621ac42,“Breaking: John Fetterman RESIGNATION Announcement.”,fake,twitter post,human,post-GPT,x-Gen,9
b610f012-83dc-41fd-b709-b31cc9fb2281,U.S. Rep. Alexandria Ocasio-Cortez tweeted that Instagram needs to “TERMINATE…a right-wing media page posting CONSERVATIVE content.”,fake,twitter post,human,post-GPT,x-Gen,19
96b45436-c4c7-49a6-8e36-52bbea406f43,“BREAKING GOP approves resolution to expel Omar from Congress! It’s over for her!”,fake,twitter post,human,post-GPT,x-Gen,19
4e230516-d45a-4000-b571-4c270497e1be,Video shows Rep. Alexandria Ocasio-Cortez crying after “Ted Cruz gets up and humiliates her to her face.”,fake,twitter post,human,post-GPT,x-Gen,20
38c2aad7-8b9c-459e-8f61-c9fa1d973032,"Sen. Josh Hawley told professor, “I will not use your pronouns.”",fake,twitter post,human,post-GPT,x-Gen,15
5de52f19-82ed-4700-8fdd-4811ca144fa0,Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,real,twitter post,human,post-GPT,x-Gen,28
3d491f6d-1533-438b-bf6f-83e81d266fb9,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,fake,twitter post,human,post-GPT,x-Gen,20
d9a485c8-e63e-4f57-aff9-20071d70bf04,Texas Roadhouse is sending vouchers for a free steak dinner for four to everyone who shares and comments on a Facebook post.,fake,twitter post,human,post-GPT,x-Gen,23
b50e2632-4498-460c-89d0-3542e3639b09,The person purporting to be Tiffany Dover is an impostor.,fake,twitter post,human,post-GPT,x-Gen,11
5abab7ee-9b61-46a9-83e1-b6f3e275b578,There have been no new COVID-19 variants since Dr. Anthony Fauci retired.,fake,twitter post,human,post-GPT,x-Gen,13
28359650-edb6-4816-ab03-3fcf07656115,"A doctor tweeted that she doesn’t regret giving the COVID-19 vaccine, “even if it turns out I injected you with actual poison and you only have days to live.”",fake,twitter post,human,post-GPT,x-Gen,35
8cf40edd-2125-4bbe-8030-865e6c4f48c0,“You can get vaccinated by sleeping with somebody who is already jabbed” with an mRNA vaccine. “It’s called shedding.”,fake,twitter post,human,post-GPT,x-Gen,27
cdc5996f-1646-4141-8d3c-de3ca0a7164d,Photo shows Magic Johnson donating blood “to help underprivileged communities help fight COVID-19.”,fake,twitter post,human,post-GPT,x-Gen,16
199259b8-0c90-4026-92a7-5643dc83dec2,“Emergency injunction and tribunal order was served to WHO … to immediately cease and desist a criminal conspiracy to commit war crimes.”,fake,twitter post,human,post-GPT,x-Gen,25
e7de70dc-9100-488d-be29-261677540c49,Bill Gates claims to be a “valid representative of the pharmaceutical industry” because he “read a lot of books about that topic.”,fake,twitter post,human,post-GPT,x-Gen,27
c48f8cf0-6f6d-451c-94d2-a591536b72c9,“Bill Gates arrest warrant issued in Philippines for ‘premeditated murder’ linked to vaccine roll out.”,fake,twitter post,human,post-GPT,x-Gen,20
71bb74e0-e856-4559-a388-245bc9fafb2c,"""Woody Harrelson’s 60 seconds in the middle of his monologue was cut out of the edits released after the show.”",fake,twitter post,human,post-GPT,x-Gen,25
64254226-27da-4f3d-9ed8-0847c89e6b52,"Kid Rock tweeted, “Some people wouldn’t recognize tyranny if it slapped a mask on their face, made them stand 6 feet apart, and forced them to take a vaccine for a virus with a 99.8% survival rate.”",fake,twitter post,human,post-GPT,x-Gen,46
ac426f1d-1413-4b88-90f3-c84060b88b43,"In Australia, a “17% increase in heart attack deaths” in the first eight months of 2022 is linked to COVID-19 vaccination.",fake,twitter post,human,post-GPT,x-Gen,26
4e82c8dd-3ccd-4c45-a71f-cfb9b3a24152,Richard Belzer died because of a COVID-19 vaccine.,fake,twitter post,human,post-GPT,x-Gen,9
126c8d81-1970-4653-abc7-b4ffecad41c8,“100% of COVID deaths in Canada now due to mRNA vaccine.”,fake,twitter post,human,post-GPT,x-Gen,15
5dedb447-4c74-40d9-b88a-78f2d2281602,“The four big meat packers are raking in record profits … ”,real,twitter post,human,post-GPT,x-Gen,13
8a4136fd-531f-473f-80d0-ec1a54264c38,A photo shows a deputy U.S. marshal “keeping a close eye” on President Joe Biden at the State of the Union address on Feb. 7.,fake,twitter post,human,post-GPT,x-Gen,28
d88ce18d-ed9d-424a-83a6-b576cdd5857d,"""Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster.""",fake,twitter post,human,post-GPT,x-Gen,25
68465d44-919d-4766-9705-fa51e167d9b4,"Document shows that Hunter Biden paid Joe Biden $50,000 a month in rent.",fake,twitter post,human,post-GPT,x-Gen,15
8620e239-41e9-400f-a611-0b39e9e1717d,Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,fake,twitter post,human,post-GPT,x-Gen,17
59ba77d7-8be1-4009-b35c-57d69729e0e0,“Maricopa County intentionally reduced the polling places.”,fake,twitter post,human,post-GPT,x-Gen,10
d1ac3117-20a0-43f2-8c36-c0f4e521708b,"""Peer-reviewed paper"" shows ""Fauci created COVID-19""",fake,twitter post,human,post-GPT,x-Gen,10
ce13625c-1f88-4e7b-9c93-065893971890,Pfizer executive “admits” vaccine was never tested for preventing transmission.,fake,twitter post,human,post-GPT,x-Gen,13
9d861cc8-84e6-45aa-8e74-1db5a16e26ed,"The ""Department of Homeland Security and the State Department coordinated with a group called the ‘Election Integrity Partnership’ to censor Joe Biden’s opponents.”",fake,twitter post,human,post-GPT,x-Gen,30
101c73ee-fb23-4b47-a70d-d5707bea534b,“There are giant human caucasian skeletons in Ohio that predate any known civilizations.”,fake,twitter post,human,post-GPT,x-Gen,16
e856a0c7-dcfe-43b6-ac0b-10b4e4b9a400,"Once every thousand years “your age + your year of birth, every person = 2022.”",fake,twitter post,human,post-GPT,x-Gen,19
ce4623b4-8901-4ad4-911d-b8b422f37042,"If Jeff Bezos’ net worth reaches $1 trillion, “he could literally end world poverty and give everyone $1 billion and he will still have $91.5 billion left.”",fake,twitter post,human,post-GPT,x-Gen,35
4484055c-0fc6-40af-a4bb-91d94f9a756a,“Naomi Biden says Joe Biden died four years ago.”,fake,twitter post,human,post-GPT,x-Gen,12
4cf2ae5e-4832-4e02-8cc8-2d7286bff19a,People are participating in “National Rape Day’” on April 24.,fake,twitter post,human,post-GPT,x-Gen,14
8ae06b78-b315-4969-86f7-555e9d0365fd,White House Press Secretary Karine Jean-Pierre was involved in a covered-up DUI accident,fake,twitter post,human,post-GPT,x-Gen,13
feba5dd7-a4e5-470b-867b-45a3ab89c445,“A proposal in Syracuse would pay gang members $100-$200 per week to stay out of trouble.”,real,twitter post,human,post-GPT,x-Gen,22
d36a2c02-ac42-4ae7-8a74-7cb81434f4ed,"Violent crime in Manhattan is ""now at a record level.""",fake,twitter post,human,post-GPT,x-Gen,13
9be09074-a4f8-447a-853b-07dedbbf8a54,People who stole U.S. Postal Service uniforms are posing as postal workers and robbing people at gunpoint.,fake,twitter post,human,post-GPT,x-Gen,19
5a43d5b4-14ed-4eb5-acf6-d6a6056fbca5,"Human traffickers are putting toxin-laced tissues on gas pumps and door handles, then waiting for potential victims to pass out.",fake,twitter post,human,post-GPT,x-Gen,22
5ece444f-636d-4374-b705-35b60c1df1e6,"At the Pelosi house, “the glass it seems was broken from the inside to the out, so it wasn’t a break-in, it was a breakout.”",fake,twitter post,human,post-GPT,x-Gen,33
8df7592e-10df-4df5-9667-a1bc313b9efe,Police dispatch audio from Paul Pelosi’s attack was recorded in a Moscow studio.,fake,twitter post,human,post-GPT,x-Gen,16
c30a0b68-dc80-4abd-b348-322a466387ee,"Security cameras at Nancy Pelosi’s San Francisco home malfunctioned “for the duration of the break-in, so officials have ended their investigation.”",fake,twitter post,human,post-GPT,x-Gen,27
4547a058-9ead-4a54-ada3-a1dfd8c52760,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,real,twitter post,human,post-GPT,x-Gen,18
0a90071d-fd05-41b9-878d-96adbbcb487c,“One man was actually killed” during 2020 protests of police brutality in Raleigh,fake,twitter post,human,post-GPT,x-Gen,15
d21dc19a-14f3-48f1-89be-ad83096affcb,The officers who beat Tyre Nichols targeted him because he was “allegedly dating” one of their wives.,fake,twitter post,human,post-GPT,x-Gen,20
d51c400d-05ef-4bb8-9311-132b7d11a486,“European royals killing naked children for fun at hunting parties.”,fake,twitter post,human,post-GPT,x-Gen,13
8eb4099b-1708-4a38-99a4-06742c78ab22,"""If Arizona were a country, it’d be the eighth largest incarcerator in the world.""",real,twitter post,human,post-GPT,x-Gen,20
4a651822-359c-41ae-8d66-edcd0b30ecc2,Cheri Beasley was “encouraging (riots) all across our state and all across our country in 2020.”,fake,twitter post,human,post-GPT,x-Gen,21
af96166d-98e1-419e-93e2-498326a1e4ff,"""Ron Johnson has voted against funding for law enforcement and recently opposed a plan to recruit and train new officers """,fake,twitter post,human,post-GPT,x-Gen,22
8ede2616-509a-4555-b129-a5b1cb0eedd9,“Jeffrey Epstein’s lawyer became a federal judge” and “was the person to sign off on the Mar-a-Lago search warrant.”,fake,twitter post,human,post-GPT,x-Gen,26
bd5a4605-4035-49cf-ba71-374fe5b558c1,“Trump lawyers all quit on him at the same time.”,fake,twitter post,human,post-GPT,x-Gen,13
ec7d0e74-d4b6-4526-a94f-4d6a37e66725,"Under new Illinois law, these crimes are “nondetainable"": “Burglary, robbery, arson, kidnapping, DUI offenses, even DUI involving a fatality, most drug offenses, and even 2nd degree murder.”",fake,twitter post,human,post-GPT,x-Gen,41
cac03074-2d2d-4ee5-ac11-6579f750a759,“Biden smirks while saying he has added more to the debt than any president before him.”,fake,twitter post,human,post-GPT,x-Gen,19
c22c52e5-4e51-4ca9-ae0c-f7ee7bbaab82,“Never in American history has so much been spent at one time. Never in American history will so many taxes be raised and so much borrowing be needed to pay for this reckless spending.”,fake,twitter post,human,post-GPT,x-Gen,38
1f69dbd9-de64-42f6-b9c4-e9d9a3d0e3bf,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”,real,twitter post,human,post-GPT,x-Gen,21
8818dbef-b3e5-4c34-9391-7a030dfd1b40,"""Only a court can decide that somebody is incompetent to vote"" -- the state Election Commission ""cannot force facilities, private facilities, to allow special voting deputies"" inside.",real,twitter post,human,post-GPT,x-Gen,35
0aa7ccf7-bca3-4e0e-a81f-4ac4d340fae0,Rep. Tim Ryan “wanted to decriminalize fentanyl.”,fake,twitter post,human,post-GPT,x-Gen,10
1fa1d3ec-3e00-4d58-acf1-07e8ba4be837,“Overdoses reached an all-time high in 2021.”,real,twitter post,human,post-GPT,x-Gen,10
fcb5a789-8eb0-4a39-a4d8-3c89e519465a,"""Here in Wisconsin, prescription drug costs grew at a pace of nearly twice as much as the average Wisconsinite's income from 2015-2019.""",real,twitter post,human,post-GPT,x-Gen,27
6cb92e37-54b3-4a8d-9600-b154ff344474,"""100,000 Americans died of an overdose in a single year.""",real,twitter post,human,post-GPT,x-Gen,13
47684ed1-42a1-4865-b98d-d2ae44c0aa3b,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,fake,twitter post,human,post-GPT,x-Gen,11
d3723259-a56d-4b8c-8d2a-5d5ed8650a8c,"""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",fake,twitter post,human,post-GPT,x-Gen,26
23cd5bef-f812-487f-baae-d670f729e61d,Research from Japan shows “ivermectin is effective against omicron in Phase III trial.”,fake,twitter post,human,post-GPT,x-Gen,16
e107ce69-ac7c-4091-b89c-e9359d1c3072,"Eating grapefruit, “if you're on antidepressants,” can “cause a fatal overdose.”",fake,twitter post,human,post-GPT,x-Gen,19
b350b15f-ea29-4b51-8b6b-2137037f3912,“Overdoses in Virginia (are) up 35%.”,real,twitter post,human,post-GPT,x-Gen,12
cffe953f-4fe4-495a-998d-f3c404115a8e,Video shows Kenya’s president saying he will “get rid of U.S. dollar.”,fake,twitter post,human,post-GPT,x-Gen,17
bb3e86f9-7749-4fd3-9520-b67169b6573a,Cash App founder Bob Lee’s death is connected to FedNow.,fake,twitter post,human,post-GPT,x-Gen,13
693eb6b6-2558-4bc3-9eae-83ab91bd5674,DO Black credit card is part of a government plot to control people’s lives.,fake,twitter post,human,post-GPT,x-Gen,17
17a009bd-d992-4ede-9e06-69f4ab1feea5,A “default on our debt” would be unprecedented in American history.,real,twitter post,human,post-GPT,x-Gen,14
b6cc725d-7e8a-4983-8922-9e04d8a1515a,"“For the last several months, wages have gone up more than prices have gone up.”",real,twitter post,human,post-GPT,x-Gen,19
04934a35-79d1-42b6-b9a8-bac0d21473e6,"""When I was your governor, we reduced insurance rates by 10%.""",real,twitter post,human,post-GPT,x-Gen,16
5a2f6336-2dc8-411d-955a-8ed7f5f5ba1d,"The Great Reset advocates replacing capitalism with an economic system that is “kind of socialism, kind of communism” but “mostly just fascism.”",fake,twitter post,human,post-GPT,x-Gen,28
5c314691-d7fb-4f02-8360-71e2d04d79e2,The Atlantic published a story titled “Quiet Courage of Biden’s Negative Growth Economy”,fake,twitter post,human,post-GPT,x-Gen,17
2ce4831b-5549-48c3-b3a6-3d1c72a19c4b,"The Justice Department has been “calling parents that are concerned about what their kids are being taught, they are labeling them terrorists.”",fake,twitter post,human,post-GPT,x-Gen,26
b94d98ab-b014-4592-bdff-007e836154ac,Joe Biden closed schools during the COVID-19 pandemic.,fake,twitter post,human,post-GPT,x-Gen,9
b6575aec-013d-4843-ac3e-590d0167867c,"""Parents that go to school board meetings"" and question the curriculum are being ""flagged by the Department of Justice and the FBI for attending a meeting.""",fake,twitter post,human,post-GPT,x-Gen,31
f0ed682b-9a34-41e8-a1bd-b85ae8c685c0,"Said Katie Hobbs “fought to” “prevent students from learning (about) the Pledge of Allegiance, Constitution, Mayflower Compact and Declaration of Independence.”",fake,twitter post,human,post-GPT,x-Gen,30
1a5744a9-0afb-49db-ab08-2c829e11ea6a,"""Kim Reynolds doesn’t think nurses are educated.""",fake,twitter post,human,post-GPT,x-Gen,12
9195f081-c169-4e31-a539-60e626a287f5,Student loan forgiveness is “passed. I got it passed by a vote or two. And it’s in effect.”,fake,twitter post,human,post-GPT,x-Gen,25
ebdf31af-a41c-4c66-8eb5-a65284431d46,"“Since 2019, I've successfully lobbied for the funds to add hundreds of school counselors, lowering our student to school counselor ratio by 20%.”",real,twitter post,human,post-GPT,x-Gen,30
d5e6addc-1ec0-4286-8f19-7cf0361661b4,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",real,twitter post,human,post-GPT,x-Gen,18
7e4d131f-e190-45c8-b5a4-572fbc769bdb,"A video shows Florida Gov. Ron DeSantis saying, “Now Trump’s been indicted, now the people will have no choice but to accept me as their assigned candidate.”",fake,twitter post,human,post-GPT,x-Gen,35
496c26e6-8ab8-45b3-bd4e-c74207011a01,"Regarding Trump’s January 2021 telephone call with Georgia election officials, “nobody found anything wrong with that perfect call until a book promotion tour many months later.”",fake,twitter post,human,post-GPT,x-Gen,32
16d65cb3-0b9c-48ca-8ab5-2410ca591703,A $2 million grant for Georgia’s DeKalb County amounts to a “private takeover of election offices.”,fake,twitter post,human,post-GPT,x-Gen,22
5d279951-5400-4920-8ede-28f26f48dea8,Wake County is the only large county in North Carolina that elects its commissioners at-large countywide.,real,twitter post,human,post-GPT,x-Gen,17
